id,type,role,section,act,label,name,number
"statute:S.9 the Central Sales Tax Act, 1956",Statute,,9,"the Central Sales Tax Act, 1956","S.9 the Central Sales Tax Act, 1956",,
"statute:S.9 the Amending Act, 1976",Statute,,9,"the Amending Act, 1976","S.9 the Amending Act, 1976",,
statute:S.9 the Act by the Amending Act,Statute,,9,the Act by the Amending Act,S.9 the Act by the Amending Act,,
"statute:S.48 the Haryana General Sales Tax Act, 1973",Statute,,48,"the Haryana General Sales Tax Act, 1973","S.48 the Haryana General Sales Tax Act, 1973",,
statute:S.9 the Act specifically refers to certain act,Statute,,9,the Act specifically refers to certain act,S.9 the Act specifically refers to certain act,,
"statute:S.48 the Haryana General Sales tax Act, 1973",Statute,,48,"the Haryana General Sales tax Act, 1973","S.48 the Haryana General Sales tax Act, 1973",,
statute:S.9057,Statute,,9057,,S.9057,,
statute:S.9 the Amending Act Validating the levy of penalties under the Act,Statute,,9,the Amending Act Validating the levy of penalties under the Act,S.9 the Amending Act Validating the levy of penalties under the Act,,
statute:S.209  (1),Statute,,209  (1),,S.209  (1),,
statute:S.9(2) the Act as part of the machinery under the Act,Statute,,9(2),the Act as part of the machinery under the Act,S.9(2) the Act as part of the machinery under the Act,,
statute:S.16(4) the Bombay Sales Tax Act for delay or default in payment of tax due under the Act,Statute,,16(4),the Bombay Sales Tax Act for delay or default in payment of tax due under the Act,S.16(4) the Bombay Sales Tax Act for delay or default in payment of tax due under the Act,,
statute:S.9 the Amending Act validated all act,Statute,,9,the Amending Act validated all act,S.9 the Amending Act validated all act,,
statute:S.9 the Act and all proceedings act,Statute,,9,the Act and all proceedings act,S.9 the Act and all proceedings act,,
statute:S.9 the Act and the provision validating all the penalties levied prior to the coming into force of the Amending Act,Statute,,9,the Act and the provision validating all the penalties levied prior to the coming into force of the Amending Act,S.9 the Act and the provision validating all the penalties levied prior to the coming into force of the Amending Act,,
statute:S.9 (2) the Amending Act,Statute,,9 (2),the Amending Act,S.9 (2) the Amending Act,,
statute:S.8 the Act as amended by Central Act,Statute,,8,the Act as amended by Central Act,S.8 the Act as amended by Central Act,,
statute:S.9 the Act does not suffer from the vice of excessive delegation merely because the provisions relating to penalties in the general sales tax laws of the States are adopted for purposes of the Act,Statute,,9,the Act does not suffer from the vice of excessive delegation merely because the provisions relating to penalties in the general sales tax laws of the States are adopted for purposes of the Act,S.9 the Act does not suffer from the vice of excessive delegation merely because the provisions relating to penalties in the general sales tax laws of the States are adopted for purposes of the Act,,
statute:S.9 The Amending Act,Statute,,9,The Amending Act,S.9 The Amending Act,,
statute:S.9 (1) the Amending Act,Statute,,9 (1),the Amending Act,S.9 (1) the Amending Act,,
statute:S.9 (2) the Amending Act also contained the usual provision validating the levy of penalties completed prior to the commencement of the Amending Act,Statute,,9 (2),the Amending Act also contained the usual provision validating the levy of penalties completed prior to the commencement of the Amending Act,S.9 (2) the Amending Act also contained the usual provision validating the levy of penalties completed prior to the commencement of the Amending Act,,
statute:S.9 (2) the Act,Statute,,9 (2),the Act,S.9 (2) the Act,,
statute:S.9 the Act in many States proceeding for levying penalties in accordance with the provisions relating to penalties in their respective general sales tax laws were commenced against such defaulters under the Act,Statute,,9,the Act in many States proceeding for levying penalties in accordance with the provisions relating to penalties in their respective general sales tax laws were commenced against such defaulters under the Act,S.9 the Act in many States proceeding for levying penalties in accordance with the provisions relating to penalties in their respective general sales tax laws were commenced against such defaulters under the Act,,
statute:S.3 (38) the General Clauses Act,Statute,,3 (38),the General Clauses Act,S.3 (38) the General Clauses Act,,
statute:S.13 (3),Statute,,13 (3),,S.13 (3),,
"statute:S.14A the Bihar Sales Tax Act, 1947",Statute,,14A,"the Bihar Sales Tax Act, 1947","S.14A the Bihar Sales Tax Act, 1947",,
statute:S.48 the Haryana General Sales Tax Act,Statute,,48,the Haryana General Sales Tax Act,S.48 the Haryana General Sales Tax Act,,
"statute:S.3 the Haryana General Sales Tax Act, 1973",Statute,,3,"the Haryana General Sales Tax Act, 1973","S.3 the Haryana General Sales Tax Act, 1973",,
caseno:103/1976,CaseNumber,,,,,,103/1976
caseno:20/1973,CaseNumber,,,,,,20/1973
caseno:7220/1982,CaseNumber,,,,,,7220/1982
0000591045,Case,candidate,,,,,
"statute:S.5 the Andhra Pradesh General Sales Tax Act, 1957",Statute,,5,"the Andhra Pradesh General Sales Tax Act, 1957","S.5 the Andhra Pradesh General Sales Tax Act, 1957",,
statute:S.5 (2) the Act,Statute,,5 (2),the Act,S.5 (2) the Act,,
0000591534,Case,candidate,,,,,
statute:S.96 the Motor Vehicles Act provides in clear terms that in an application for damages under the Motor Vehicles Act,Statute,,96,the Motor Vehicles Act provides in clear terms that in an application for damages under the Motor Vehicles Act,S.96 the Motor Vehicles Act provides in clear terms that in an application for damages under the Motor Vehicles Act,,
caseno:160/1962,CaseNumber,,,,,,160/1962
caseno:161/1962,CaseNumber,,,,,,161/1962
0000591952,Case,candidate,,,,,
0000592259,Case,candidate,,,,,
0000592399,Case,candidate,,,,,
0000593214,Case,candidate,,,,,
statute:S.47A the Stamps Act,Statute,,47A,the Stamps Act,S.47A the Stamps Act,,
statute:S.47a,Statute,,47a,,S.47a,,
0000593857,Case,candidate,,,,,
0000594165,Case,candidate,,,,,
caseno:1367/2004,CaseNumber,,,,,,1367/2004
caseno:1420/2004,CaseNumber,,,,,,1420/2004
0000594515,Case,candidate,,,,,
statute:S.80G,Statute,,80G,,S.80G,,
0000595275,Case,candidate,,,,,
statute:S.2520,Statute,,2520,,S.2520,,
statute:S.77 the Indian Railways Act,Statute,,77,the Indian Railways Act,S.77 the Indian Railways Act,,
statute:S.124 the Indian Evidence Act,Statute,,124,the Indian Evidence Act,S.124 the Indian Evidence Act,,
0000596224,Case,candidate,,,,,
caseno:143/1952,CaseNumber,,,,,,143/1952
0000599322,Case,candidate,,,,,
statute:S.3 the Central Excise and Salt Act,Statute,,3,the Central Excise and Salt Act,S.3 the Central Excise and Salt Act,,
statute:S.3 the Act provides that excise duty is to be collected in such manner as may be prescribed by rules made under the Act,Statute,,3,the Act provides that excise duty is to be collected in such manner as may be prescribed by rules made under the Act,S.3 the Act provides that excise duty is to be collected in such manner as may be prescribed by rules made under the Act,,
caseno:1467/1967,CaseNumber,,,,,,1467/1967
caseno:69/1963,CaseNumber,,,,,,69/1963
0000599506,Case,candidate,,,,,
statute:S.93 (1),Statute,,93 (1),,S.93 (1),,
0000599701,Case,candidate,,,,,
statute:S.15 (4),Statute,,15 (4),,S.15 (4),,
0000600234,Case,candidate,,,,,
statute:S.22 the latter Act,Statute,,22,the latter Act,S.22 the latter Act,,
statute:S.22 the Councils Act,Statute,,22,the Councils Act,S.22 the Councils Act,,
statute:S.385 the said Act,Statute,,385,the said Act,S.385 the said Act,,
0000601466,Case,candidate,,,,,
0000602365,Case,candidate,,,,,
caseno:204/1954,CaseNumber,,,,,,204/1954
caseno:163/1958,CaseNumber,,,,,,163/1958
0000602571,Case,candidate,,,,,
"statute:S.21 the Excess Profits Tax Act, 1940",Statute,,21,"the Excess Profits Tax Act, 1940","S.21 the Excess Profits Tax Act, 1940",,
statute:S.63 the latter Act,Statute,,63,the latter Act,S.63 the latter Act,,
statute:S.29 the Income Tax Act,Statute,,29,the Income Tax Act,S.29 the Income Tax Act,,
statute:S.13 the Excess Profits Tax Act,Statute,,13,the Excess Profits Tax Act,S.13 the Excess Profits Tax Act,,
statute:S.21 the latter Act,Statute,,21,the latter Act,S.21 the latter Act,,
statute:S.44 the Income tax Act,Statute,,44,the Income tax Act,S.44 the Income tax Act,,
"statute:S.14 the Excess Profits Tax Act, 1940",Statute,,14,"the Excess Profits Tax Act, 1940","S.14 the Excess Profits Tax Act, 1940",,
statute:S.63(2),Statute,,63(2),,S.63(2),,
statute:S.46 the Income Tax Act,Statute,,46,the Income Tax Act,S.46 the Income Tax Act,,
statute:S.21 the Excess Profits Tax Act as provisions applicable to the latter Act,Statute,,21,the Excess Profits Tax Act as provisions applicable to the latter Act,S.21 the Excess Profits Tax Act as provisions applicable to the latter Act,,
statute:S.46(2) the Income Tax Act,Statute,,46(2),the Income Tax Act,S.46(2) the Income Tax Act,,
statute:S.63 the Income Tax Act,Statute,,63,the Income Tax Act,S.63 the Income Tax Act,,
caseno:498/1952,CaseNumber,,,,,,498/1952
caseno:130/1958,CaseNumber,,,,,,130/1958
0000602790,Case,candidate,,,,,
0000603628,Case,candidate,,,,,
court:Patna High court,Court,,,,,Patna High court,
0000603736,Case,candidate,,,,,
"statute:S.127 the Government of India Act, 1933",Statute,,127,"the Government of India Act, 1933","S.127 the Government of India Act, 1933",,
statute:S.508,Statute,,508,,S.508,,
statute:S.92 the British North America Act 1867,Statute,,92,the British North America Act 1867,S.92 the British North America Act 1867,,
statute:S.51 (31),Statute,,51 (31),,S.51 (31),,
"statute:S.172 the Government of India Act, 1935",Statute,,172,"the Government of India Act, 1935","S.172 the Government of India Act, 1935",,
statute:S.109 the British North America Act,Statute,,109,the British North America Act,S.109 the British North America Act,,
statute:S.189 the impugned Act,Statute,,189,the impugned Act,S.189 the impugned Act,,
statute:S.109 the Imperial Act,Statute,,109,the Imperial Act,S.109 the Imperial Act,,
statute:S.127 the Government of India Act,Statute,,127,the Government of India Act,S.127 the Government of India Act,,
statute:S.299 the said Act,Statute,,299,the said Act,S.299 the said Act,,
0000603957,Case,candidate,,,,,
statute:S.1 (2) the principal Act was amended to read that the latter Act,Statute,,1 (2),the principal Act was amended to read that the latter Act,S.1 (2) the principal Act was amended to read that the latter Act,,
statute:S.548 the Calcutta Municipal Act,Statute,,548,the Calcutta Municipal Act,S.548 the Calcutta Municipal Act,,
statute:S.150(1),Statute,,150(1),,S.150(1),,
statute:S.150 the Delhi Municipal Corporation Act,Statute,,150,the Delhi Municipal Corporation Act,S.150 the Delhi Municipal Corporation Act,,
"statute:S.6(2) the Central Provinces and Berar Sales Tax Act, 1947",Statute,,6(2),"the Central Provinces and Berar Sales Tax Act, 1947","S.6(2) the Central Provinces and Berar Sales Tax Act, 1947",,
statute:S.6(2) the Bombay Tenancy and Agricultural Lands Act,Statute,,6(2),the Bombay Tenancy and Agricultural Lands Act,S.6(2) the Bombay Tenancy and Agricultural Lands Act,,
statute:S.742,Statute,,742,,S.742,,
0000605891,Case,candidate,,,,,
statute:S.300(3),Statute,,300(3),,S.300(3),,
caseno:214/1971,CaseNumber,,,,,,214/1971
0000606409,Case,candidate,,,,,
statute:S.60 the Probate and Administration Act,Statute,,60,the Probate and Administration Act,S.60 the Probate and Administration Act,,
0000606955,Case,candidate,,,,,
"statute:S.33C(2) the Industrial Disputes Act, 1947",Statute,,33C(2),"the Industrial Disputes Act, 1947","S.33C(2) the Industrial Disputes Act, 1947",,
statute:S.330 (2),Statute,,330 (2),,S.330 (2),,
statute:S.33C (2) the Industrial Disputes Act,Statute,,33C (2),the Industrial Disputes Act,S.33C (2) the Industrial Disputes Act,,
statute:S.33C (2) the Act,Statute,,33C (2),the Act,S.33C (2) the Act,,
statute:S.22 the Payment of wages Act,Statute,,22,the Payment of wages Act,S.22 the Payment of wages Act,,
caseno:54/1949,CaseNumber,,,,,,54/1949
0000607505,Case,candidate,,,,,
0000607861,Case,candidate,,,,,
statute:S.33 the Income Tax Act,Statute,,33,the Income Tax Act,S.33 the Income Tax Act,,
0000608553,Case,candidate,,,,,
0000608874,Case,candidate,,,,,
statute:S.13(5) the Bihar Sales Tax Act,Statute,,13(5),the Bihar Sales Tax Act,S.13(5) the Bihar Sales Tax Act,,
"statute:S.13(5) the Bihar Sales Tax Act, 1947",Statute,,13(5),"the Bihar Sales Tax Act, 1947","S.13(5) the Bihar Sales Tax Act, 1947",,
statute:S.13 (5),Statute,,13 (5),,S.13 (5),,
statute:S.13(5) the Bihar Sales Tax Act as the said notice was ultra vires of the Constitution and also the Bihar Sales Tax Act,Statute,,13(5),the Bihar Sales Tax Act as the said notice was ultra vires of the Constitution and also the Bihar Sales Tax Act,S.13(5) the Bihar Sales Tax Act as the said notice was ultra vires of the Constitution and also the Bihar Sales Tax Act,,
statute:S.33 the Bihar Sales Tax Act,Statute,,33,the Bihar Sales Tax Act,S.33 the Bihar Sales Tax Act,,
statute:S.649 (2),Statute,,649 (2),,S.649 (2),,
statute:S.128 the Commonwealth Act,Statute,,128,the Commonwealth Act,S.128 the Commonwealth Act,,
statute:S.13(5) the impugned Act,Statute,,13(5),the impugned Act,S.13(5) the impugned Act,,
statute:S.329,Statute,,329,,S.329,,
statute:S.5(1) the Indian Sale of Goods Act,Statute,,5(1),the Indian Sale of Goods Act,S.5(1) the Indian Sale of Goods Act,,
statute:S.659,Statute,,659,,S.659,,
"statute:S.43 the Charter Act, 1833",Statute,,43,"the Charter Act, 1833","S.43 the Charter Act, 1833",,
statute:S.43 the Charter Act,Statute,,43,the Charter Act,S.43 the Charter Act,,
statute:S.65 (1),Statute,,65 (1),,S.65 (1),,
statute:S.99 (1),Statute,,99 (1),,S.99 (1),,
"statute:S.65(1) the Government of India Act, 1915",Statute,,65(1),"the Government of India Act, 1915","S.65(1) the Government of India Act, 1915",,
"statute:S.99(2) the Government of India Act, 1935",Statute,,99(2),"the Government of India Act, 1935","S.99(2) the Government of India Act, 1935",,
statute:S.9 the Indian Independence Act,Statute,,9,the Indian Independence Act,S.9 the Indian Independence Act,,
"statute:S.39(1) the Sale of Goods Act, 1930",Statute,,39(1),"the Sale of Goods Act, 1930","S.39(1) the Sale of Goods Act, 1930",,
statute:S.32(1) the English Sale of Goods Act,Statute,,32(1),the English Sale of Goods Act,S.32(1) the English Sale of Goods Act,,
statute:S.51 (1) the Indian Sale of Goods Act,Statute,,51 (1),the Indian Sale of Goods Act,S.51 (1) the Indian Sale of Goods Act,,
statute:S.842,Statute,,842,,S.842,,
caseno:159/1953,CaseNumber,,,,,,159/1953
caseno:241/1952,CaseNumber,,,,,,241/1952
0000610407,Case,candidate,,,,,
0000611344,Case,candidate,,,,,
statute:S.47 (3),Statute,,47 (3),,S.47 (3),,
statute:S.57 (2),Statute,,57 (2),,S.57 (2),,
statute:S.473,Statute,,473,,S.473,,
statute:S.57 (3),Statute,,57 (3),,S.57 (3),,
caseno:195/1962,CaseNumber,,,,,,195/1962
caseno:126/1961,CaseNumber,,,,,,126/1961
caseno:4/1939,CaseNumber,,,,,,4/1939
caseno:27/1950,CaseNumber,,,,,,27/1950
0000611846,Case,candidate,,,,,
caseno:131/1928,CaseNumber,,,,,,131/1928
caseno:130/1928,CaseNumber,,,,,,130/1928
caseno:132/1928,CaseNumber,,,,,,132/1928
0000611928,Case,candidate,,,,,
"statute:S.296 the Government of India Act, 1935",Statute,,296,"the Government of India Act, 1935","S.296 the Government of India Act, 1935",,
statute:S.3(3) the Act,Statute,,3(3),the Act,S.3(3) the Act,,
statute:S.296(2) the Government of India Act,Statute,,296(2),the Government of India Act,S.296(2) the Government of India Act,,
statute:S.3(3) the impugned Act,Statute,,3(3),the impugned Act,S.3(3) the impugned Act,,
"statute:S.296(2) the Government of India Act, 1935",Statute,,296(2),"the Government of India Act, 1935","S.296(2) the Government of India Act, 1935",,
statute:S.9(2) that Act,Statute,,9(2),that Act,S.9(2) that Act,,
"statute:S.296 (1) the Government of India Act, 1935",Statute,,296 (1),"the Government of India Act, 1935","S.296 (1) the Government of India Act, 1935",,
statute:S.296 (2),Statute,,296 (2),,S.296 (2),,
statute:S.296(2),Statute,,296(2),,S.296(2),,
statute:S.296 (1),Statute,,296 (1),,S.296 (1),,
statute:S.3 (3) the last mentioned Act,Statute,,3 (3),the last mentioned Act,S.3 (3) the last mentioned Act,,
0000612149,Case,candidate,,,,,
0000612509,Case,candidate,,,,,
0000613683,Case,candidate,,,,,
0000615273,Case,candidate,,,,,
statute:S.257 Income Tax Act 1961,Statute,,257,Income Tax Act 1961,S.257 Income Tax Act 1961,,
statute:S.6992,Statute,,6992,,S.6992,,
statute:S.257 the Act,Statute,,257,the Act,S.257 the Act,,
0000615459,Case,candidate,,,,,
0000615469,Case,candidate,,,,,
statute:S.3 the All India Services Act,Statute,,3,the All India Services Act,S.3 the All India Services Act,,
statute:S.3 the Act was vitiated by excessive delegation of power and the Act,Statute,,3,the Act was vitiated by excessive delegation of power and the Act,S.3 the Act was vitiated by excessive delegation of power and the Act,,
caseno:426/1958,CaseNumber,,,,,,426/1958
caseno:732/1958,CaseNumber,,,,,,732/1958
0000616070,Case,candidate,,,,,
caseno:91/1993,CaseNumber,,,,,,91/1993
caseno:89/1993,CaseNumber,,,,,,89/1993
caseno:1872/1992,CaseNumber,,,,,,1872/1992
0000616577,Case,candidate,,,,,
0000617131,Case,candidate,,,,,
statute:S.1763,Statute,,1763,,S.1763,,
statute:S.2(4) the said Act,Statute,,2(4),the said Act,S.2(4) the said Act,,
statute:S.7 the Said Act,Statute,,7,the Said Act,S.7 the Said Act,,
0000617135,Case,candidate,,,,,
statute:S.1(2) the Act provides that the Act,Statute,,1(2),the Act provides that the Act,S.1(2) the Act provides that the Act,,
statute:S.4 the Validation Act,Statute,,4,the Validation Act,S.4 the Validation Act,,
caseno:7422/1999,CaseNumber,,,,,,7422/1999
caseno:215/2002,CaseNumber,,,,,,215/2002
caseno:4/2004,CaseNumber,,,,,,4/2004
caseno:7281/2000,CaseNumber,,,,,,7281/2000
0000617281,Case,candidate,,,,,
statute:S.9200,Statute,,9200,,S.9200,,
0000621086,Case,candidate,,,,,
caseno:6426/1971,CaseNumber,,,,,,6426/1971
caseno:20/1971,CaseNumber,,,,,,20/1971
0000621517,Case,candidate,,,,,
statute:S.25I the Act,Statute,,25I,the Act,S.25I the Act,,
statute:S.251 the Act,Statute,,251,the Act,S.251 the Act,,
statute:S.4 the Commonwealth Conciliation and Arbitration Act,Statute,,4,the Commonwealth Conciliation and Arbitration Act,S.4 the Commonwealth Conciliation and Arbitration Act,,
caseno:712/1957,CaseNumber,,,,,,712/1957
caseno:65/1955,CaseNumber,,,,,,65/1955
caseno:113/1955,CaseNumber,,,,,,113/1955
0000622399,Case,candidate,,,,,
0000622454,Case,candidate,,,,,
0000623299,Case,candidate,,,,,
statute:S.446(1) Companies Act,Statute,,446(1),Companies Act,S.446(1) Companies Act,,
"statute:S.10(1) the Indian Life Insurance Act, 1938",Statute,,10(1),"the Indian Life Insurance Act, 1938","S.10(1) the Indian Life Insurance Act, 1938",,
